code,시가,고가,저가,종가,거래량,거래대금,등락률,시가총액,BPS,PER,PBR,EPS,DIV,DPS,상장주식수,date,mkt,종목명
330860,20900,24200,20250,23600,325302,7332254375,26.54,287543462000,13841.0,84.29,1.71,280.0,0.0,0.0,12184045,20260731,KOSDAQ,네패스아크
356860,24200,26700,23150,26400,433929,11183564800,28.47,314308632000,6185.0,28.27,4.27,934.0,1.7,450.0,11905630,20260731,KOSDAQ,티엘비
376900,28050,32700,27050,32150,379172,11470333400,20.41,510342316350,740.0,0.0,43.45,0.0,0.0,0.0,15873789,20260731,KOSDAQ,로킷헬스케어
388210,67500,73000,65800,72200,56446,3950455800,20.53,697050423600,19207.0,0.0,3.76,0.0,0.0,0.0,9654438,20260731,KOSDAQ,씨엠티엑스
389020,15950,18650,15950,18470,58986,1031637600,20.64,127536864540,5756.0,0.0,3.21,0.0,0.0,0.0,6905082,20260731,KOSDAQ,자람테크놀로지
389500,26600,30550,26150,30350,103272,2950745775,20.92,202236375200,1974.0,0.0,15.37,0.0,0.0,0.0,6663472,20260731,KOSDAQ,에스비비테크
403870,31900,35300,31450,34600,4780332,161238038050,21.19,2847580000000,3811.0,38.4,9.08,901.0,1.45,500.0,82300000,20260731,KOSDAQ,HPSP
412350,3365,3795,3220,3700,709500,2517572015,21.31,54031259100,1467.0,0.0,2.52,0.0,0.0,0.0,14603043,20260731,KOSDAQ,레이저쎌
416180,16020,17940,16010,17770,28605,480703450,20.88,160636855060,11704.0,286.61,1.52,62.0,1.13,200.0,9039778,20260731,KOSDAQ,신성에스티
417840,8300,9100,8160,9040,1005283,8821912660,25.21,206739204240,2503.0,55.46,3.61,163.0,0.0,0.0,22869381,20260731,KOSDAQ,저스템
420770,100000,108100,94100,103500,273351,28465591400,22.92,1311940953000,16646.0,84.91,6.22,1219.0,0.77,800.0,12675758,20260731,KOSDAQ,기가비스
424980,5320,6300,5320,6300,42091,240905430,21.62,37289007000,4366.0,0.0,1.44,0.0,0.0,0.0,5918890,20260731,KOSDAQ,마이크로투나노
425040,7150,8120,7130,8000,317978,2434627225,21.21,175383184000,9438.0,10.54,0.85,759.0,1.88,150.0,21922898,20260731,KOSDAQ,티이엠씨
440110,57600,63400,56700,63400,886678,53822974700,29.92,3177039111800,391.0,0.0,162.15,0.0,0.0,0.0,50111027,20260731,KOSDAQ,파두
446540,6530,6610,5770,6610,310955,1966514695,24.48,192212923710,2519.0,0.0,2.62,0.0,0.0,0.0,29079111,20260731,KOSDAQ,메가터치
452430,22000,25400,21750,25200,41083,986051850,26.0,208036609200,1566.0,0.0,16.09,0.0,0.0,0.0,8255421,20260731,KOSDAQ,사피엔반도체
482630,10140,12180,10140,12180,388691,4409835645,29.99,266599250400,5448.0,17.63,2.24,691.0,0.0,0.0,21888280,20260731,KOSDAQ,삼양엔씨켐
490470,14050,16650,13900,16490,539521,8548283335,28.73,561079505600,6513.0,0.0,2.53,0.0,0.0,0.0,34025440,20260731,KOSDAQ,세미파이브
491000,32100,38250,31400,37450,235551,8230291500,24.42,945809898950,7328.0,0.0,5.11,0.0,0.0,0.0,25255271,20260731,KOSDAQ,리브스메드
900290,2730,3365,2730,3355,736822,2298414001,22.89,274439000000,,,,,,,81800000,20260731,KOSDAQ,GRT
