전략,유니버스,팩터,N,ROE게이트,방어,트레일,IN_CAGR,IN_Sharpe,IN_MDD,OOS_CAGR,OOS_Sharpe,OOS_MDD,IN_순위,OOS_순위,순위변동
대형|저변동성|N5|방어|트레일,대형,저변동성,5,False,True,True,14.097620664816457,1.0362173972867577,-21.45990562222885,-0.3455774622237451,0.021626063378791752,-32.32469732226486,142.0,498.0,-356.0
소중형|E/P|N30|ROE>0,소중형,E/P,30,True,False,False,27.816937446926016,1.034641248253531,-32.70819047793574,4.014770009653157,0.2834149349818463,-39.799642302745006,143.0,354.0,-211.0
대형|저변동성|N5|ROE>0,대형,저변동성,5,True,False,False,16.006761925483715,1.023057572101387,-26.99417490306776,0.10886169713069105,0.0776154936625437,-37.40570061013679,144.0,478.0,-334.0
전체|B/P|N20|ROE>0|방어|트레일,전체,B/P,20,True,True,True,22.88283741468915,1.0209045034526933,-27.61823147835497,8.737274173067867,0.5727542350310811,-33.78004466003792,145.0,190.0,-45.0
대형|배당|N10|ROE>0|방어,대형,배당,10,True,True,False,17.499243119765474,1.019406946540885,-19.388952403910974,16.477943286742146,1.1065644498806608,-34.81209658215162,146.0,3.0,143.0
소중형|B/P|N20|ROE>0|방어,소중형,B/P,20,True,True,False,23.094764294067517,1.0176920162178407,-28.574115740412843,10.111885230725814,0.6401842270968036,-30.0076771171219,147.0,152.0,-5.0
대형|저변동성|N5,대형,저변동성,5,False,False,False,15.70923910659916,1.0148406272218036,-31.2572504367015,0.5822716932467165,0.10979082243583159,-36.73951667906271,148.0,464.0,-316.0
대형|B/P|N30|ROE>0|트레일,대형,B/P,30,True,False,True,24.275069506979086,1.0126891921857555,-24.824825535444194,14.291196527353689,0.7442824275444023,-47.36309097556111,149.0,109.0,40.0
소중형|복합z|N5|ROE>0,소중형,복합z,5,True,False,False,38.79513131964241,1.012115650536357,-42.807067872018614,-3.8702035903616983,0.026406872157261962,-68.58945605396069,150.0,494.0,-344.0
소중형|저변동성|N10|ROE>0|방어|트레일,소중형,저변동성,10,True,True,True,14.045208387729225,1.011036584667094,-29.942713374486864,4.556039614745466,0.24699371453608907,-43.44440579811993,151.0,378.0,-227.0
대형|E/P|N30|ROE>0,대형,E/P,30,True,False,False,24.2669210145009,1.0099759023478487,-33.99277872657434,13.773582278747721,0.7353981710284464,-45.57606277554228,152.0,112.5,39.5
대형|배당|N10|ROE>0|방어|트레일,대형,배당,10,True,True,True,17.0943446908598,1.0097068743348492,-17.014110034902796,16.88168100646237,1.1324048195550966,-34.880680479161356,153.0,2.0,151.0
전체|복합z|N20|ROE>0|방어,전체,복합z,20,True,True,False,22.275352952560713,1.0065744210462846,-30.14380177912236,5.466364903937748,0.3703507838817339,-36.04835289571231,154.0,297.0,-143.0
대형|배당|N20|ROE>0|방어,대형,배당,20,True,True,False,16.111693717895893,1.0047574524570704,-20.301892848826576,15.094227830803653,1.0418775424717497,-31.393221157455464,155.0,9.0,146.0
소중형|E/P|N30|ROE>0|트레일,소중형,E/P,30,True,False,True,26.926012289190382,1.003875320750133,-31.550314272239564,2.9215436433833064,0.23951590279842863,-46.49423878824429,156.0,386.0,-230.0
소중형|저변동성|N10|ROE>0|방어,소중형,저변동성,10,True,True,False,13.926363537885011,1.0019466275904165,-29.925188229708443,4.530948580687344,0.24621601000648763,-43.44440579811993,157.0,379.0,-222.0
대형|저변동성|N5|ROE>0|트레일,대형,저변동성,5,True,False,True,16.05810215920269,1.0017975802409833,-31.058669287370655,-0.15353202959739187,0.0576516992148648,-36.25556853372299,158.0,489.0,-331.0
대형|저변동성|N5|트레일,대형,저변동성,5,False,False,True,15.764235824846295,1.0001417734567273,-35.21704456382021,0.45416373051647696,0.09990673747438553,-36.91982571819123,159.0,467.0,-308.0
전체|E/P|N20|ROE>0|트레일,전체,E/P,20,True,False,True,29.750949047135332,0.9951625795568709,-33.50437108448878,1.882153420915622,0.1971761730989177,-45.8819036442311,160.0,405.5,-245.5
소중형|E/P|N20|ROE>0,소중형,E/P,20,True,False,False,29.6307532456906,0.9942180633330522,-31.799427606706665,4.1470870848046015,0.2855136636179138,-41.449369785585645,161.0,350.0,-189.0
대형|E/P|N30|ROE>0|트레일,대형,E/P,30,True,False,True,23.29259092265401,0.9910167381752414,-36.620860365311934,12.228331100190392,0.6758969523893645,-47.043467271238704,162.0,129.5,32.5
소중형|복합z|N10|ROE>0,소중형,복합z,10,True,False,False,30.619592553923326,0.9902652835071116,-35.72462420319311,0.6207998077379928,0.1535559496863605,-54.19676821147408,163.0,440.0,-277.0
대형|배당|N20|ROE>0|방어|트레일,대형,배당,20,True,True,True,15.673277344360127,0.9898150608504644,-21.13080220332809,14.822312821077222,1.0268174561832843,-32.67730095931511,164.0,11.0,153.0
전체|E/P|N30|ROE>0|방어,전체,E/P,30,True,True,False,23.235340198648082,0.9892555137658431,-31.311573778144176,5.22698723319579,0.3731169407016449,-31.538511222691156,165.0,294.0,-129.0
전체|E/P|N20|ROE>0,전체,E/P,20,True,False,False,29.62061815618522,0.9839347747680365,-37.1427656512223,7.488413971004126,0.38544011606907747,-42.18141206550076,166.0,286.5,-120.5
대형|저변동성|N10|방어|트레일,대형,저변동성,10,False,True,True,12.377997062402013,0.9826792149214835,-19.245213623536785,0.987808058368711,0.14411513373632717,-33.726141202109424,167.0,447.0,-280.0
전체|E/P|N30|트레일,전체,E/P,30,False,False,True,27.699148784373605,0.9823820846056986,-57.062243309520476,5.299607228293413,0.33597605647821904,-41.79798789719899,168.0,315.0,-147.0
